User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,,2021-03-03T06:48:18Z,signin.amazonaws.com,ConsoleLogin,us-east-1,67.169.69.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.96 Safari/537.36",,[],,c44146b6-4a50-4895-85ad-eb58846b093d,FALSE,AwsConsoleSignIn,524959562287,Management
Accountant,ASIAXUOQHHIXSQZIEBPJ,2021-03-03T06:47:20Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],3e4e4496-5772-4015-ac32-aa7f7423816a,c5f3d422-b9e1-4fc2-b5e3-d8b3c57aec0c,FALSE,AwsApiCall,524959562287,Management
Accountant,,2021-03-03T06:46:52Z,signin.amazonaws.com,ConsoleLogin,us-east-1,67.169.69.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.96 Safari/537.36",,[],,83092332-7f88-4e5f-97ba-1f4d285bece7,FALSE,AwsConsoleSignIn,524959562287,Management
CloudTrail,ASIAXUOQHHIX5IVKSBOC,2021-03-03T06:46:00Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],d301f8ad-6721-4ae9-83f1-6d3faf41cb01,797687a1-c9a5-4a6a-9f75-d4c9c4da3c40,FALSE,AwsApiCall,524959562287,Management
CloudTrail,,2021-03-03T06:45:13Z,signin.amazonaws.com,ConsoleLogin,us-east-1,67.169.69.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.96 Safari/537.36",,[],,ad459238-d691-4bd3-a815-6c9e655c9449,FALSE,AwsConsoleSignIn,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:43:45Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",01a46c89-79ed-46ec-9d48-db7928310521,45864271-8a16-4aa8-acd7-3475af18225f,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:43:44Z,iam.amazonaws.com,AddUserToGroup,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",150fc3cf-f918-4b7e-a117-f275d63b37ae,6ddb64f7-9f48-4290-a1a1-be8858372b6d,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:43:44Z,iam.amazonaws.com,CreateUser,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAXUOQHHIXRJZ6JXYHH""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::524959562287:user/Accountant""}]",8ea2073c-9006-49a5-a9bf-5202635f77f4,f73ab6e8-80f4-4d21-8a9f-443d1f5bb931,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:42:25Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",870c6c9e-ef75-411a-b99f-8e98dfcbaf0d,b68efc30-28c4-4553-8fd9-368a3deec686,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:42:24Z,iam.amazonaws.com,CreateUser,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAXUOQHHIXULDZFQS35""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::524959562287:user/CloudTrail""}]",fa1d0dd5-87ba-4173-afb1-acb604ebd3f0,22cf6cb7-70e5-47f1-af35-8a35d534fb92,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:42:24Z,iam.amazonaws.com,AddUserToGroup,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",aabcabd0-d789-45e0-9d88-3fde1a523628,3544477e-12ea-4158-bb41-9b1d86d0f8ca,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:40:51Z,iam.amazonaws.com,CreateGroup,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::524959562287:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAXUOQHHIXQHX2JGYXO""}]",02f7fce8-2cbc-4d78-9e87-e79a3d63bc97,0e6570a3-ae76-4667-8f92-5b5ff9e4c76c,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:40:51Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",b3e2ca5b-0049-4b17-87f1-cdafa75cb275,f369cd9b-5cb4-4d59-9ab3-ff91aed647ec,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:39:08Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",25abbc81-e495-4775-8efd-35ecbf27fb81,3c03e2cd-2946-4826-91f0-af8d1938a9ca,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:39:08Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",c869002c-aa60-4672-b9e8-17d6596b2f39,49fb2cb5-775f-4a07-9cac-470fb6e13752,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:39:08Z,iam.amazonaws.com,CreateGroup,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::524959562287:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAXUOQHHIXWF3OX56PI""}]",a1601b17-edff-4874-81f7-c51e11d0b535,a2459bef-5b4d-4780-951e-3996dfaf6826,FALSE,AwsApiCall,524959562287,Management
rpandey89,ASIAXUOQHHIX4L2Q6BJQ,2021-03-03T06:37:05Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,67.169.69.233,console.amazonaws.com,,[],d0a58f06-2b6d-4be5-bda3-dab225d79020,58d892c6-ea3e-40dc-8729-d0daada9d8cc,FALSE,AwsApiCall,524959562287,Management
